gene	phenotyp
AKT1	Proteus-syndrome,-somatic-mosaic,-176920-(3);-Breast-cancer,-somatic,-114480-(3);-Cowden-syndrome-6,-615109-(3),-Autosomal-dominant;-Colorectal-cancer,-somatic,-114500-(3);-Ovarian-cancer,-somatic,-167000-(3)
AKT2	Diabetes-mellitus,-type-II,-125853-(3),-Autosomal-dominant;-Hypoinsulinemic-hypoglycemia-with-hemihypertrophy,-240900-(3),-Autosomal-dominant
AKT3	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus-syndrome-2,-615937-(3),-Autosomal-dominant
AKT3,SDCCAG8	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus-syndrome-2,-615937-(3),-Autosomal-dominant
AKT3,SDCCAG8	Senior-Loken-syndrome-7,-613615-(3),-Autosomal-recessive;-Bardet-Biedl-syndrome-16,-615993-(3),-Autosomal-recessive
AL449266.1,RP11-475E11.9	Retinitis-pigmentosa-32,-609913-(3),-Autosomal-recessive
ALAD	Porphyria,-acute-hepatic,-612740-(3),-Autosomal-recessive;-{Lead-poisoning,-susceptibility-to},-612740-(3),-Autosomal-recessive
ALAS2	Anemia,-sideroblastic,-1,-300751-(3),-X-linked-recessive;-Protoporphyria,-erythropoietic,-X-linked,-300752-(3),-X-linked
ALB	?[Dysalbuminemic-hypertriiodothyroninemia],-615999-(3),-Autosomal-dominant,-Autosomal-recessive;-Analbuminemia,-616000-(3),-Autosomal-recessive;-[Dysalbuminemic-hyperthyroxinemia],-615999-(3),-Autosomal-dominant,-Autosomal-recessive
ALDH18A1	Spastic-paraplegia-9A,-autosomal-dominant,-601162-(3),-Autosomal-dominant;-Cutis-laxa,-autosomal-recessive,-type-IIIA,-219150-(3),-Autosomal-recessive;-Spastic-paraplegia-9B,-autosomal-recessive,-616586-(3),-Autosomal-recessive;-Cutis-laxa,-autosomal-dominant-3,-616603-(3),-Autosomal-dominant
ALDH1A2	Diaphragmatic-hernia-4,-with-cardiovascular-defects,-620025-(3),-Autosomal-recessive
ALDH1A3	Microphthalmia,-isolated-8,-615113-(3),-Autosomal-recessive
ALDH2	{Sublingual-nitroglycerin,-susceptibility-to-poor-response-to},-610251-(3),-Autosomal-dominant;-Alcohol-sensitivity,-acute,-610251-(3),-Autosomal-dominant;-{Hangover,-susceptibility-to},-610251-(3),-Autosomal-dominant
ALDH2,ENSG00000257767	{Sublingual-nitroglycerin,-susceptibility-to-poor-response-to},-610251-(3),-Autosomal-dominant;-Alcohol-sensitivity,-acute,-610251-(3),-Autosomal-dominant;-{Hangover,-susceptibility-to},-610251-(3),-Autosomal-dominant
ALDH3A2	Sjogren-Larsson-syndrome,-270200-(3),-Autosomal-recessive
ALDH4A1	Hyperprolinemia,-type-II,-239510-(3),-Autosomal-recessive
ALDH5A1	Succinic-semialdehyde-dehydrogenase-deficiency,-271980-(3),-Autosomal-recessive
ALDH6A1	Methylmalonate-semialdehyde-dehydrogenase-deficiency,-614105-(3),-Autosomal-recessive
ALDH7A1	Epilepsy,-early-onset,-4,-vitamin-B6-dependent,-266100-(3),-Autosomal-recessive
ALDOA	Glycogen-storage-disease-XII,-611881-(3),-Autosomal-recessive
ALDOB	Fructose-intolerance,-hereditary,-229600-(3),-Autosomal-recessive
ALG1	Congenital-disorder-of-glycosylation,-type-Ik,-608540-(3),-Autosomal-recessive
ALG10B	{Long-QT-syndrome,-acquired,-reduced-susceptibility-to},-613688-(3),-Autosomal-dominant
ALG11	Congenital-disorder-of-glycosylation,-type-Ip,-613661-(3),-Autosomal-recessive
ALG11	Wilson-disease,-277900-(3),-Autosomal-recessive
ALG11,UTP14C	Congenital-disorder-of-glycosylation,-type-Ip,-613661-(3),-Autosomal-recessive
ALG12	Congenital-disorder-of-glycosylation,-type-Ig,-607143-(3),-Autosomal-recessive
ALG13	Developmental-and-epileptic-encephalopathy-36,-300884-(3),-X-linked
ALG14	Intellectual-developmental-disorder-with-epilepsy,-behavioral-abnormalities,-and-coarse-facies,-619031-(3),-Autosomal-recessive;-Myopathy,-epilepsy,-and-progressive-cerebral-atrophy,-619036-(3),-Autosomal-recessive;-?Myasthenic-syndrome,-congenital,-15,-without-tubular-aggregates,-616227-(3),-Autosomal-recessive
ALG2	Congenital-disorder-of-glycosylation,-type-Ii,-607906-(3),-Autosomal-recessive;-Myasthenic-syndrome,-congenital,-14,-with-tubular-aggregates,-616228-(3),-Autosomal-recessive
ALG3	Congenital-disorder-of-glycosylation,-type-Id,-601110-(3),-Autosomal-recessive
ALG5	Polycystic-kidney-disease-7,-620056-(3),-Autosomal-dominant
ALG6	Congenital-disorder-of-glycosylation,-type-Ic,-603147-(3),-Autosomal-recessive
ALG8	Congenital-disorder-of-glycosylation,-type-Ih,-608104-(3),-Autosomal-recessive;-Polycystic-liver-disease-3-with-or-without-kidney-cysts,-617874-(3),-Autosomal-dominant
ALG9	Gillessen-Kaesbach-Nishimura-syndrome,-263210-(3),-Autosomal-recessive;-Congenital-disorder-of-glycosylation,-type-Il,-608776-(3),-Autosomal-recessive
ALG9,ENSG00000258529	Gillessen-Kaesbach-Nishimura-syndrome,-263210-(3),-Autosomal-recessive;-Congenital-disorder-of-glycosylation,-type-Il,-608776-(3),-Autosomal-recessive
ALK	{Neuroblastoma,-susceptibility-to,-3},-613014-(3)
ALKBH8	Intellectual-developmental-disorder,-autosomal-recessive-71,-618504-(3),-Autosomal-recessive
ALMS1	Alstrom-syndrome,-203800-(3),-Autosomal-recessive
ALOX12B	Ichthyosis,-congenital,-autosomal-recessive-2,-242100-(3),-Autosomal-recessive
ALOX12B,SNORD118	Ichthyosis,-congenital,-autosomal-recessive-2,-242100-(3),-Autosomal-recessive
ALOX5	{Atherosclerosis,-susceptibility-to}-(3);-{Asthma,-diminished-response-to-antileukotriene-treatment-in},-600807-(3),-Autosomal-dominant
ALOX5AP	{Stroke,-susceptibility-to},-601367-(3),-Multifactorial
ALOXE3	Ichthyosis,-congenital,-autosomal-recessive-3,-606545-(3),-Autosomal-recessive
ALPK1	ROSAH-syndrome,-614979-(3),-Autosomal-dominant
ALPK3	Cardiomyopathy,-familial-hypertrophic-27,-618052-(3),-Autosomal-recessive
ALPL	Odontohypophosphatasia,-146300-(3),-Autosomal-dominant,-Autosomal-recessive;-Hypophosphatasia,-infantile,-241500-(3),-Autosomal-recessive;-Hypophosphatasia,-childhood,-241510-(3),-Autosomal-recessive;-Hypophosphatasia,-adult,-146300-(3),-Autosomal-dominant,-Autosomal-recessive
ALS2	Primary-lateral-sclerosis,-juvenile,-606353-(3),-Autosomal-recessive;-Spastic-paralysis,-infantile-onset-ascending,-607225-(3),-Autosomal-recessive;-Amyotrophic-lateral-sclerosis-2,-juvenile,-205100-(3),-Autosomal-recessive
ALX1	Frontonasal-dysplasia-3,-613456-(3),-Autosomal-recessive
ALX3	Frontonasal-dysplasia-1,-136760-(3),-Autosomal-recessive
ALX4	Parietal-foramina-2,-609597-(3),-Autosomal-dominant;-{Craniosynostosis-5,-susceptibility-to},-615529-(3),-Autosomal-dominant;-Frontonasal-dysplasia-2,-613451-(3),-Autosomal-recessive
AMACR	Alpha-methylacyl-CoA-racemase-deficiency,-614307-(3),-Autosomal-recessive;-Bile-acid-synthesis-defect,-congenital,-4,-214950-(3),-Autosomal-recessive
AMBN	Amelogenesis-imperfecta,-type-IF,-616270-(3),-Autosomal-recessive
AMELX	Amelogenesis-imperfecta,-type-1E,-301200-(3),-X-linked-dominant
AMER1	Osteopathia-striata-with-cranial-sclerosis,-300373-(3),-X-linked-dominant
AMFR	Spastic-paraplegia-89,-autosomal-recessive,-620379-(3),-Autosomal-recessive
AMH	Persistent-Mullerian-duct-syndrome,-type-I,-261550-(3),-Autosomal-recessive
AMHR2	Persistent-Mullerian-duct-syndrome,-type-II,-261550-(3),-Autosomal-recessive
AMMECR1	Midface-hypoplasia,-hearing-impairment,-elliptocytosis,-and-nephrocalcinosis,-300990-(3),-X-linked-recessive
AMN	Imerslund-Grasbeck-syndrome-2,-618882-(3),-Autosomal-recessive
AMOTL1	Craniofaciocardiohepatic-syndrome,-621192-(3),-Autosomal-dominant
AMPD1	Myopathy-due-to-myoadenylate-deaminase-deficiency,-615511-(3),-Autosomal-recessive
AMPD2	Pontocerebellar-hypoplasia,-type-9,-615809-(3),-Autosomal-recessive;-?Spastic-paraplegia-63,-autosomal-recessive,-615686-(3),-Autosomal-recessive
AMPD3	[AMP-deaminase-deficiency,-erythrocytic],-612874-(3),-Autosomal-recessive
AMT	Glycine-encephalopathy-2,-620398-(3),-Autosomal-recessive
AMT,ENSG00000283189	Glycine-encephalopathy-2,-620398-(3),-Autosomal-recessive
AMTN	?Amelogenesis-imperfecta,-type-IIIB,-617607-(3),-Autosomal-dominant
ANAPC1	Rothmund-Thomson-syndrome,-type-1,-618625-(3),-Autosomal-recessive
ANAPC15	Deafness,-autosomal-recessive-63,-611451-(3),-Autosomal-recessive
ANAPC15,ENSG00000284844,ENSG00000284922,LRTOMT,TOMT	Deafness,-autosomal-recessive-63,-611451-(3),-Autosomal-recessive
ANAPC15,LRTOMT	Deafness,-autosomal-recessive-63,-611451-(3),-Autosomal-recessive
ANAPC7	Ferguson-Bonni-neurodevelopmental-syndrome,-619699-(3),-Autosomal-recessive
ANG	Amyotrophic-lateral-sclerosis-9,-611895-(3)
ANG,ENSG00000259171	Amyotrophic-lateral-sclerosis-9,-611895-(3)
ANGPT1	?Angioedema,-hereditary,-5,-619361-(3),-Autosomal-dominant
ANGPT2	Lymphatic-malformation-10,-619369-(3),-Autosomal-dominant
ANGPT2	Microcephaly-1,-primary,-autosomal-recessive,-251200-(3),-Autosomal-recessive
ANGPTL3	Developmental-and-epileptic-encephalopathy-23,-615859-(3),-Autosomal-recessive
ANGPTL3	Hypobetalipoproteinemia,-familial,-2,-605019-(3),-Autosomal-recessive
ANGPTL4	Plasma-triglyceride-level-QTL,-low,-615881-(3),-Autosomal-dominant
ANGPTL7	Focal-cortical-dysplasia,-type-II,-somatic,-607341-(3);-Smith-Kingsmore-syndrome,-616638-(3),-Autosomal-dominant
ANGPTL8	Adams-Oliver-syndrome-2,-614219-(3),-Autosomal-recessive
ANK1	Spherocytosis,-type-1,-182900-(3),-Autosomal-dominant,-Autosomal-recessive
ANK2	Long-QT-syndrome-4,-600919-(3),-Autosomal-dominant;-Cardiac-arrhythmia,-ankyrin-B-related,-600919-(3),-Autosomal-dominant
ANK3	Intellectual-developmental-disorder,-autosomal-recessive-37,-615493-(3),-Autosomal-recessive
ANKH	Autoinflammation,-panniculitis,-and-dermatosis-syndrome,-autosomal-recessive,-617099-(3),-Autosomal-recessive;-{Immunodeficiency-107,-susceptibility-to-invasive-staphylococcus-aureus-infection},-619986-(3),-Autosomal-dominant;-Autoinflammation,-panniculitis,-and-dermatosis-syndrome,-autosomal-dominant,-621030-(3),-Autosomal-dominant
ANKH	Chondrocalcinosis-2,-118600-(3),-Autosomal-dominant;-Craniometaphyseal-dysplasia,-123000-(3),-Autosomal-dominant
ANKLE2	Microcephaly-16,-primary,-autosomal-recessive,-616681-(3),-Autosomal-recessive
ANKRD11	KBG-syndrome,-148050-(3),-Autosomal-dominant
ANKRD11,ENSG00000288715	KBG-syndrome,-148050-(3),-Autosomal-dominant
ANKRD11,TRAPPC2L	KBG-syndrome,-148050-(3),-Autosomal-dominant
ANKRD17	Chopra-Amiel-Gordon-syndrome,-619504-(3),-Autosomal-dominant
ANKRD26	Thrombocytopenia-2,-188000-(3),-Autosomal-dominant
ANKRD28	Biotinidase-deficiency,-253260-(3),-Autosomal-recessive
ANKRD37	?Hip-dysplasia,-Beukes-type,-142669-(3),-Autosomal-dominant;-Spondyloepimetaphyseal-dysplasia,-Di-Rocco-type,-617974-(3),-Autosomal-dominant;-Developmental-and-epileptic-encephalopathy-106,-620028-(3),-Autosomal-recessive
ANKRD49	Ataxia-telangiectasia-like-disorder-1,-604391-(3),-Autosomal-recessive
ANKRD61	?Leukoencephalopathy,-motor-delay,-spasticity,-and-dysarthria-syndrome,-618878-(3),-Autosomal-dominant
ANKS6	Nephronophthisis-16,-615382-(3),-Autosomal-recessive
ANLN	Focal-segmental-glomerulosclerosis-8,-616032-(3),-Autosomal-dominant
ANLN,KIAA0895	Focal-segmental-glomerulosclerosis-8,-616032-(3),-Autosomal-dominant
ANO1	Moyamoya-disease-7,-620687-(3),-Autosomal-dominant,-Autosomal-recessive;-?Intestinal-dysmotility-syndrome,-620045-(3),-Autosomal-recessive
ANO10	Spinocerebellar-ataxia,-autosomal-recessive-10,-613728-(3),-Autosomal-recessive
ANO3	Dystonia-24,-615034-(3),-Autosomal-dominant
ANO5	Muscular-dystrophy,-limb-girdle,-autosomal-recessive-12,-611307-(3),-Autosomal-recessive;-Miyoshi-muscular-dystrophy-3,-613319-(3),-Autosomal-recessive;-Gnathodiaphyseal-dysplasia,-166260-(3),-Autosomal-dominant
ANO6	Scott-syndrome,-262890-(3),-Autosomal-recessive
ANOS1	Hypogonadotropic-hypogonadism-1-with-or-without-anosmia-(Kallmann-syndrome-1),-308700-(3),-X-linked-recessive
ANTXR1	GAPO-syndrome,-230740-(3),-Autosomal-recessive;-{?Hemangioma,-capillary-infantile,-susceptibility-to},-602089-(3),-Autosomal-dominant
ANTXR2	Hyaline-fibromatosis-syndrome,-228600-(3),-Autosomal-recessive
ANXA11	Amyotrophic-lateral-sclerosis-23,-617839-(3),-Autosomal-dominant;-Inclusion-body-myopathy-and-brain-white-matter-abnormalities,-619733-(3),-Autosomal-dominant
ANXA5	{Pregnancy-loss,-recurrent,-susceptibility-to,-3},-614391-(3),-Autosomal-dominant
AOPEP	Dystonia-31,-619565-(3),-Autosomal-recessive
AP1B1	Keratitis-ichthyosis-deafness-syndrome,-autosomal-recessive,-242150-(3),-Autosomal-recessive
AP1G1	Usmani-Riazuddin-syndrome,-autosomal-recessive,-619548-(3),-Autosomal-recessive;-Usmani-Riazuddin-syndrome,-autosomal-dominant,-619467-(3),-Autosomal-dominant
AP1S1	MEDNIK-syndrome,-609313-(3),-Autosomal-recessive
AP1S2	Pettigrew-syndrome,-304340-(3),-X-linked-recessive
AP1S3	{Psoriasis-15,-pustular,-susceptibility-to},-616106-(3),-Autosomal-dominant
AP2M1	Intellectual-developmental-disorder,-autosomal-dominant-60,-with-seizures,-618587-(3),-Autosomal-dominant
AP2S1	Hypocalciuric-hypercalcemia,-type-III,-600740-(3),-Autosomal-dominant
AP3B1	Hermansky-Pudlak-syndrome-2,-608233-(3),-Autosomal-recessive
AP3B2	Developmental-and-epileptic-encephalopathy-48,-617276-(3),-Autosomal-recessive
AP3D1	?Hermansky-Pudlak-syndrome-10,-617050-(3),-Autosomal-recessive
AP4B1	Dyskeratosis-congenita,-autosomal-recessive-8,-620133-(3),-Autosomal-recessive
AP4B1	Spastic-paraplegia-47,-autosomal-recessive,-614066-(3),-Autosomal-recessive
AP4B1,AP4B1-AS1	Spastic-paraplegia-47,-autosomal-recessive,-614066-(3),-Autosomal-recessive
AP4E1	Stuttering,-familial-persistent,-1,-184450-(3),-Autosomal-dominant;-Spastic-paraplegia-51,-autosomal-recessive,-613744-(3),-Autosomal-recessive
AP4M1	Spastic-paraplegia-50,-autosomal-recessive,-612936-(3),-Autosomal-recessive
AP4M1,TAF6	Alazami-Yuan-syndrome,-617126-(3),-Autosomal-recessive
AP4S1	Spastic-paraplegia-52,-autosomal-recessive,-614067-(3),-Autosomal-recessive
AP5Z1	Spastic-paraplegia-48,-autosomal-recessive,-613647-(3),-Autosomal-recessive
APBB1,SMPD1	Niemann-Pick-disease,-type-B,-607616-(3),-Autosomal-recessive;-Niemann-Pick-disease,-type-A,-257200-(3),-Autosomal-recessive
APC	Colorectal-cancer,-somatic,-114500-(3);-Brain-tumor-polyposis-syndrome-2,-175100-(3),-Autosomal-dominant;-Desmoid-disease,-hereditary,-135290-(3),-Autosomal-dominant;-Adenoma,-periampullary,-somatic,-175100-(3);-Hepatoblastoma,-somatic,-114550-(3);-Gastric-cancer,-somatic,-613659-(3);-Gastric-adenocarcinoma-and-proximal-polyposis-of-the-stomach,-619182-(3),-Autosomal-dominant;-Gardner-syndrome,-175100-(3),-Autosomal-dominant;-Adenomatous-polyposis-coli,-175100-(3),-Autosomal-dominant
APC2	Cortical-dysplasia,-complex,-with-other-brain-malformations-10,-618677-(3),-Autosomal-recessive;-Intellectual-developmental-disorder,-autosomal-recessive-74,-617169-(3),-Autosomal-recessive
APCDD1	Hypotrichosis-1,-605389-(3),-Autosomal-dominant
APIP	Lacticacidemia-due-to-PDX1-deficiency,-245349-(3),-Autosomal-recessive
APOA1	Hypoalphalipoproteinemia,-primary,-2,-618463-(3),-Autosomal-recessive;-Amyloidosis,-hereditary-systemic-3,-620657-(3),-Autosomal-dominant;-Hypoalphalipoproteinemia,-primary,-2,-intermediate,-619836-(3),-Autosomal-dominant
APOA2	[?Apolipoprotein-A-II-deficiency],-621417-(3),-Autosomal-recessive;-{Hypercholesterolemia,-familial,-modifier-of},-143890-(3),-Autosomal-dominant,-Autosomal-recessive
APOA4	Tubulointerstitial-kidney-disease,-autosomal-dominant-6,-621106-(3),-Autosomal-dominant
APOA5	Hyperchylomicronemia,-late-onset,-144650-(3),-Autosomal-recessive;-{Hypertriglyceridemia,-susceptibility-to},-145750-(3),-Autosomal-dominant
APOB	Hypercholesterolemia,-familial,-2,-144010-(3),-Autosomal-dominant;-Hypobetalipoproteinemia,-615558-(3),-Autosomal-recessive
APOC2	Hyperlipoproteinemia,-type-Ib,-207750-(3),-Autosomal-recessive
APOC2,APOC4-APOC2	Hyperlipoproteinemia,-type-Ib,-207750-(3),-Autosomal-recessive
APOC3	Apolipoprotein-C-III-deficiency,-614028-(3)
APOE	Alzheimer-disease-2,-104310-(3),-Autosomal-dominant;-Sea-blue-histiocyte-disease,-269600-(3),-Autosomal-recessive;-{?Alzheimer-disease,-protection-against,-due-to-APOE3-Christchurch},-607822-(3),-Autosomal-dominant;-{Coronary-artery-disease,-severe,-susceptibility-to},-617347-(3);-Lipoprotein-glomerulopathy,-611771-(3);-{?Macular-degeneration,-age-related},-603075-(3),-Autosomal-dominant;-Hyperlipoproteinemia,-type-III,-617347-(3)
APOL1	{Glomerulosclerosis,-focal-segmental,-4,-susceptibility-to},-612551-(3),-Autosomal-dominant
APOL2	{Schizophrenia},-181500-(1),-Autosomal-dominant
APOLD1	?Bleeding-disorder,-vascular-type,-620715-(3),-Autosomal-dominant
APP	Cerebral-amyloid-angiopathy,-Dutch,-Italian,-Iowa,-Flemish,-Arctic-variants,-605714-(3),-Autosomal-dominant;-Alzheimer-disease-1,-familial,-104300-(3),-Autosomal-dominant
APPL1	{Maturity-onset-diabetes-of-the-young,-type-14},-616511-(3),-Autosomal-dominant
APRT	Adenine-phosphoribosyltransferase-deficiency,-614723-(3),-Autosomal-recessive
APTX	Ataxia,-early-onset,-with-oculomotor-apraxia-and-hypoalbuminemia,-208920-(3),-Autosomal-recessive
AQP1	[Aquaporin-1-deficiency],-110450-(3);-[Blood-group,-Colton],-110450-(3)
AQP1,ENSG00000250424	[Aquaporin-1-deficiency],-110450-(3);-[Blood-group,-Colton],-110450-(3)
AQP2	Diabetes-insipidus,-nephrogenic,-2,-125800-(3),-Autosomal-dominant,-Autosomal-recessive
AQP3	[Blood-group-GIL],-607457-(3)
AQP4	?Megalencephalic-leukoencephalopathy-with-subcortical-cysts-4,-remitting,-620448-(3),-Autosomal-recessive
AQP5	Palmoplantar-keratoderma,-Bothnian-type,-600231-(3),-Autosomal-dominant
AQP7	[Glycerol-quantitative-trait-locus],-614411-(3),-Autosomal-recessive
AR	Androgen-insensitivity,-partial,-with-or-without-breast-cancer,-312300-(3),-X-linked-recessive;-Spinal-and-bulbar-muscular-atrophy,-X-linked-1,-313200-(3),-X-linked-recessive;-{Prostate-cancer,-susceptibility-to},-301120-(3),-X-linked;-Androgen-insensitivity,-300068-(3),-X-linked-recessive;-Hypospadias-1,-X-linked,-300633-(3),-X-linked-recessive
ARCN1	Short-stature-micrognathia-syndrome,-617164-(3),-Autosomal-dominant
AREL1,MLH3	{Endometrial-cancer,-susceptibility-to},-608089-(3),-Autosomal-dominant,-Somatic-mutation;-Colorectal-cancer,-somatic,-114500-(3);-Colorectal-cancer,-hereditary-nonpolyposis,-type-7,-614385-(3)
ARF1	Periventricular-nodular-heterotopia-8,-618185-(3),-Autosomal-dominant
ARFGEF1	Developmental-delay,-impaired-speech,-and-behavioral-abnormalities,-with-or-without-seizures,-619964-(3),-Autosomal-dominant
ARFGEF1	Joubert-syndrome-21,-615636-(3),-Autosomal-recessive
ARFGEF2	Periventricular-heterotopia-with-microcephaly,-608097-(3),-Autosomal-recessive
ARG1	Argininemia,-207800-(3),-Autosomal-recessive
ARG1	Intellectual-developmental-disorder,-autosomal-recessive-18,-with-or-without-epilepsy,-614249-(3),-Autosomal-recessive
ARG2	Molybdenum-cofactor-deficiency-C,-615501-(3),-Autosomal-recessive
ARHGAP19	Charcot-Marie-Tooth-disease,-axonal,-type-2KK,-621466-(3),-Autosomal-recessive
ARHGAP26	Leukemia,-juvenile-myelomonocytic,-somatic,-607785-(3)
ARHGAP31	Adams-Oliver-syndrome-1,-100300-(3),-Autosomal-dominant
ARHGAP6	Linear-skin-defects-with-multiple-congenital-anomalies-1,-309801-(3),-X-linked-dominant
ARHGAP9	Spastic-paraplegia-70,-autosomal-recessive,-620323-(3),-Autosomal-recessive;-Interstitial-lung-and-liver-disease,-615486-(3),-Autosomal-recessive;-?Trichothiodystrophy-9,-nonphotosensitive,-619692-(3),-Autosomal-recessive;-Charcot-Marie-Tooth-disease,-axonal,-type-2U,-616280-(3),-Autosomal-dominant
ARHGDIA	Nephrotic-syndrome,-type-8,-615244-(3),-Autosomal-recessive
ARHGEF1	?Immunodeficiency-62,-618459-(3),-Autosomal-recessive
ARHGEF10	?Slowed-nerve-conduction-velocity,-AD,-608236-(3),-Autosomal-dominant
ARHGEF15	Brain-small-vessel-disease-5-with-osteoporosis,-621331-(3),-Autosomal-dominant
ARHGEF18	Retinitis-pigmentosa-78,-617433-(3),-Autosomal-recessive
ARHGEF2	?Neurodevelopmental-disorder-with-midbrain-and-hindbrain-malformations,-617523-(3),-Autosomal-recessive
ARHGEF9	Developmental-and-epileptic-encephalopathy-8,-300607-(3),-X-linked
ARID1A	Coffin-Siris-syndrome-2,-614607-(3),-Autosomal-dominant
ARID1B	Coffin-Siris-syndrome-1,-135900-(3),-Autosomal-dominant
ARID2	Coffin-Siris-syndrome-6,-617808-(3),-Autosomal-dominant
ARL13B	Joubert-syndrome-8,-612291-(3),-Autosomal-recessive
ARL2	?Microcornea,-rod-cone-dystrophy,-cataract,-and-posterior-staphyloma-1,-619082-(3),-Autosomal-dominant
ARL2BP	Retinitis-pigmentosa-82-with-or-without-situs-inversus,-615434-(3),-Autosomal-recessive
ARL3	Retinitis-pigmentosa-83,-618173-(3),-Autosomal-dominant;-Joubert-syndrome-35,-618161-(3),-Autosomal-recessive
ARL6	Retinitis-pigmentosa-55,-613575-(3),-Autosomal-recessive;-{Bardet-Biedl-syndrome-1,-modifier-of},-209900-(3),-Autosomal-recessive,-Digenic-recessive;-Bardet-Biedl-syndrome-3,-600151-(3),-Autosomal-recessive
ARL6IP1	Spastic-paraplegia-61,-autosomal-recessive,-615685-(3),-Autosomal-recessive
